fid,aspect,elv,flowAcc,lithology,planCurv,profCurv,riverProx,roadProx,slope,soil,SPI,TPI,TRI,TWI,xcoord,ycoord
5070,96.0806655883789,1926.94958496094,5.02379322052002,278,-0.006692557130009,-0.006692557130009,2281.77563476562,155.270736694336,41.9197311401367,8,4.80676555633545,-10.406909942627,17.8206081390381,1.60692822933197,3494545.8673,433929.830299999
5072,342.2724609375,1571.50427246094,19.6069145202637,53,0.001148188603111,0.001148188603111,14624.0390625,1,31.2495651245117,1,3.60401201248169,-5.21190071105957,11.700216293335,4.93285751342773,3529178.9842,433957.237000001
5073,136.394790649414,1483.87866210938,267.311370849609,237,-0.014989692717791,-0.014989692717791,5622.4990234375,17.1172428131104,30.1500911712646,2,348.643249511719,-14.4390439987183,12.5312976837158,5.18134880065918,3506325.5148,434039.005700002
5075,238.273025512695,1122.70031738281,5.44617414474487,53,0.009775434620678,0.009775434620678,13477.046875,21.6333084106445,30.5461349487305,1,1.69245994091034,-0.565842092037201,11.5394687652588,3.01017642021179,3526186.9063,434067.373100001
5076,103.634284973145,1290.04431152344,17.0468006134033,237,0.000195745829842,0.000195745829842,6847.9560546875,12.3693170547485,28.2030181884766,2,24.6783313751221,-8.12435626983643,11.166841506958,3.51268458366394,3507581.2825,434073.656499997
5077,131.800903320312,1877.20275878906,15.965428352356,278,-0.00216663419269,-0.00216663419269,2468.947265625,148.313858032227,20.3731079101562,8,-51.4901809692383,-20.2536525726318,9.66501045227051,9.61065769195557,3494651.1303,434126.704500004
5078,161.232238769531,1164.40905761719,15.3359088897705,53,0.000024982131436,0.000024982131436,13505.3662109375,17.4642486572266,34.2252197265625,1,-3.91773223876953,-5.73312139511108,13.1228837966919,9.63607311248779,3526607.9226,434140.642700001
5079,129.560882568359,1281.27185058594,6.15023136138916,237,0.001008659834042,0.001008659834042,7788.74169921875,7.28010988235474,24.4321937561035,2,39.7026138305664,-2.82608938217163,9.01457691192627,0.002071005990729,3508510.1161,434185.136300001
5080,127.907493591309,185.223281860352,24.0972175598145,110,-0.001096892519854,-0.001096892519854,14294.142578125,0,20.4930000305176,5,3.11242771148682,-6.22904443740845,7.37684965133667,5.87296676635742,3463376.8975,434205.317299996
5082,117.96752166748,1420.20971679688,10.4086017608643,237,0.000578959821723,0.000578959821723,6771.89794921875,12.1655254364014,33.2502632141113,2,0.288190364837646,-3.44618678092956,12.6276416778564,5.91391277313232,3507469.1778,434364.406399999
5083,123.232345581055,184.240249633789,5.07776069641113,110,-0.003248675493523,-0.003248675493523,14077.1943359375,1,25.6678352355957,5,-7.22962522506714,-5.38484954833984,9.45418167114258,8.52489471435547,3463516.9346,434379.131299999
5085,152.238662719727,234.224426269531,3.25666451454163,110,-0.004139508586377,-0.004139508586377,14169.5625,4.24264049530029,26.8870697021484,5,0.89716237783432,2.39192986488342,9.77681636810303,2.50859618186951,3463400.276,434426.1516
